associatedReferences,associatedReferencesID,acceptedNameUsage,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,verbatimEventDate,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum sp. 4_09,gbif:1353501,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.67,mean,mm,47,NA,NA,NA,NA,August to December 2009 and 2010,NA,NA,adult,town of Stellenbosch,33°57’S,18°46’E,NA,NA,NA,South Africa,Western Cape Province,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum sp.1_10,gbif:1353501,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.63,single observation,mm,NA,NA,NA,NA,NA,August to December 2009 and 2010,NA,NA,adult,town of Stellenbosch,33°57’S,18°46’E,NA,NA,NA,South Africa,Western Cape Province,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum sp.2_10,gbif:1353501,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.48,mean,mm,9,NA,NA,NA,NA,August to December 2009 and 2010,NA,NA,adult,town of Stellenbosch,33°57’S,18°46’E,NA,NA,NA,South Africa,Western Cape Province,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum sp.3_10,gbif:1353501,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.32,mean,mm,5,NA,NA,NA,NA,August to December 2009 and 2010,NA,NA,adult,town of Stellenbosch,33°57’S,18°46’E,NA,NA,NA,South Africa,Western Cape Province,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum sp.4_10,gbif:1353501,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.73,mean,mm,4,NA,NA,NA,NA,August to December 2009 and 2010,NA,NA,adult,town of Stellenbosch,33°57’S,18°46’E,NA,NA,NA,South Africa,Western Cape Province,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum lineare (SCHENCK 1869),gbif:1353697,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.67,mean,mm,71,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum xanthopus (KIRBY 1802),gbif:1353731,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.94,mean,mm,5,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum nigripes (LEPELETIER 1841),gbif:1353756,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.59,mean,mm,3,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum leucozonium (SCHRANK 1781),gbif:1353805,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.20,mean,mm,3,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum lativentre (SCHENCK 1853),gbif:1354007,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.02,mean,mm,6,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum villosulum (KIRBY 1802),gbif:1354041,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.58,mean,mm,2,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum laticeps (Schenck 1869),gbif:1354102,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.13,mean,mm,3,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum griseolum (MORAWITZ 1872),gbif:1354132,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.45,mean,mm,3,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum laterale (Brullé. 1832),gbif:1354133,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.49,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum pauxillum (SCHENCK 1853),gbif:1354263,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.58,mean,mm,6,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum discum (SMITH 1853),gbif:1354270,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.85,mean,mm,4,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum laevigatum (Kirby 1802),gbif:1354272,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.94,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum glabriusculum (MORAWITZ 1872),gbif:1354397,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.08,mean,mm,7,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum minutissimum (KIRBY 1802),gbif:1354422,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.10,mean,mm,7,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum calceatum (SCOPOLI 1763),gbif:1354476,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.34,mean,mm,14,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum quadrinotatum,gbif:1354607,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.30,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum mesosclerum (PÉREZ 1903),gbif:1354615,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.65,mean,mm,2,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum pygmaeum (SCHENCK 1853),gbif:1354645,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.36,mean,mm,4,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum puncticolle (MORAWITZ 1872),gbif:1354699,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.06,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum punctatissimum (SCHENCK 1853),gbif:1354742,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.56,mean,mm,2,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum interruptum (PANZER 1798),gbif:1354864,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,1.89,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum marginatum (BRULLÉ 1832),gbif:1355018,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.39,mean,mm,198,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
